id,sepostulo
0,0.425
1,0.485
2,0.525
3,0.475
4,0.61
5,0.59
6,1.0
7,0.0
8,0.645
9,0.0
10,0.545
11,0.36
12,0.565
13,0.485
14,0.495
15,0.505
16,0.46
17,0.645
18,0.545
19,0.525
20,0.495
21,0.48
22,0.44
23,0.51
24,0.435
25,0.36
26,0.515
27,0.0
28,0.405
29,0.48
30,0.505
31,0.61
32,0.58
33,0.375
34,0.48
35,0.67
36,0.66
37,0.5
38,0.385
39,0.52
40,0.475
41,0.53
42,0.48
43,0.38
44,0.6
45,0.0
46,0.0
47,0.415
48,0.55
49,0.565
50,0.48
51,0.54
52,0.605
53,0.605
54,0.495
55,0.575
56,0.54
57,0.635
58,0.555
59,0.445
60,1.0
61,0.56
62,0.5
63,0.555
64,0.525
65,0.565
66,0.665
67,0.645
68,0.535
69,0.445
70,0.49
71,0.565
72,0.64
73,0.695
74,0.52
75,0.505
76,0.525
77,0.68
78,1.0
79,0.525
80,0.435
81,0.545
82,0.455
83,1.0
84,0.485
85,0.505
86,0.55
87,0.535
88,0.46
89,0.51
90,0.0
91,0.52
92,0.36
93,0.535
94,0.0
95,0.38
96,0.45
97,0.375
98,0.555
99,0.475
100,0.5
101,1.0
102,0.515
103,0.415
104,0.595
105,0.5
106,0.46
107,0.0
108,0.35
109,1.0
110,0.585
111,0.66
112,1.0
113,0.6
114,0.565
115,0.375
116,0.495
117,0.585
118,0.6
119,0.39
120,0.54
121,0.0
122,0.54
123,0.375
124,0.505
125,0.495
126,0.46
127,0.545
128,0.605
129,0.49
130,0.515
131,0.535
132,0.395
133,0.0
134,0.0
135,0.475
136,0.48
137,0.42
138,0.39
139,0.54
140,0.565
141,0.585
142,0.435
143,0.575
144,0.535
145,0.475
146,0.0
147,0.525
148,0.445
149,0.58
150,0.585
151,0.44
152,0.46
153,0.42
154,0.445
155,0.47
156,0.475
157,0.605
158,0.555
159,0.43
160,0.43
161,0.505
162,0.605
163,0.49
164,0.5
165,0.555
166,0.55
167,0.405
168,0.465
169,0.47
170,0.585
171,0.445
172,1.0
173,0.53
174,0.59
175,0.64
176,0.365
177,0.44
178,0.41
179,0.66
180,0.61
181,0.46
182,0.52
183,0.655
184,0.39
185,0.505
186,0.435
187,0.38
188,0.37
189,0.42
190,0.435
191,0.545
192,0.52
193,0.495
194,0.38
195,0.475
196,0.465
197,0.55
198,1.0
199,1.0
200,1.0
201,0.42
202,0.385
203,0.485
204,0.505
205,0.56
206,0.54
207,0.63
208,0.4
209,1.0
210,0.525
211,0.365
212,0.0
213,0.385
214,0.42
215,0.0
216,0.0
217,0.63
218,0.545
219,0.53
220,0.42
221,0.485
222,0.48
223,0.55
224,0.515
225,0.57
226,0.605
227,0.635
228,0.43
229,0.0
230,0.0
231,0.385
232,0.435
233,0.56
234,0.0
235,0.57
236,0.645
237,0.54
238,0.425
239,0.45
240,0.395
241,0.405
242,0.61
243,0.565
244,0.365
245,0.505
246,0.465
247,0.365
248,0.51
249,0.41
250,0.595
251,0.555
252,0.515
253,0.6
254,0.545
255,0.7
256,0.54
257,0.43
258,0.65
259,0.465
260,0.53
261,0.445
262,0.52
263,0.565
264,0.0
265,0.49
266,0.38
267,0.535
268,0.62
269,0.55
270,0.52
271,0.545
272,0.375
273,0.0
274,1.0
275,0.5
276,0.43
277,0.55
278,0.42
279,0.685
280,0.62
281,0.665
282,0.0
283,0.385
284,0.53
285,0.47
286,0.58
287,0.63
288,0.575
289,0.555
290,0.445
291,0.465
292,0.425
293,0.555
294,0.47
295,0.48
296,0.37
297,0.565
298,0.4
299,0.585
300,0.415
301,0.4
302,0.46
303,0.505
304,0.49
305,0.6
306,0.59
307,0.56
308,0.47
309,0.48
310,0.535
311,0.43
312,0.475
313,0.41
314,0.515
315,0.62
316,0.59
317,0.36
318,0.375
319,0.615
320,0.695
321,0.53
322,0.415
323,0.42
324,0.485
325,0.43
326,0.59
327,0.47
328,0.52
329,0.585
330,0.45
331,0.435
332,0.465
333,0.575
334,0.41
335,0.55
336,0.66
337,0.4
338,0.445
339,0.52
340,0.405
341,0.435
342,0.52
343,0.54
344,0.0
345,0.595
346,0.51
347,0.515
348,0.6
349,0.44
350,0.525
351,0.675
352,0.485
353,0.505
354,0.42
355,0.56
356,0.515
357,0.385
358,0.555
359,0.0
360,0.425
361,0.595
362,0.5
363,0.0
364,0.58
365,0.44
366,0.595
367,0.425
368,0.51
369,0.425
370,0.485
371,0.47
372,0.495
373,0.515
374,0.51
375,0.535
376,0.545
377,0.465
378,0.0
379,0.64
380,0.63
381,0.585
382,0.565
383,0.0
384,0.525
385,0.37
