id,sepostulo
0,0.3
1,0.1
2,0.8
3,0.1
4,0.2303030303030303
5,0.7
6,0.5616666666666668
7,0.1
8,0.51
9,0.4
10,0.3166666666666667
11,1.0
12,0.1
13,0.8
14,0.1
15,0.65
16,0.5
17,0.9272727272727274
18,0.1
19,0.42857142857142855
20,0.485
21,0.2
22,0.0
23,0.365
24,0.03333333333333333
25,0.9
26,0.6
27,0.125
28,0.06666666666666667
29,0.18
30,0.06666666666666667
31,0.36666666666666664
32,0.48666666666666664
33,0.5
34,0.9
35,0.5909090909090909
36,0.1
37,0.4680952380952381
38,0.0
39,0.5363095238095238
40,0.65
41,0.3493939393939394
42,0.4
43,0.3
44,0.7714285714285715
45,0.7
46,0.4
47,0.55
48,0.85
49,0.3
50,0.9555555555555555
51,0.1625
52,0.6628571428571428
53,0.2
54,0.5916666666666666
55,0.4
56,0.1
57,0.6
58,0.53
59,0.7
60,1.0
61,1.0
62,1.0
63,0.35
64,0.1
65,0.4
66,0.6
67,0.3
68,0.2
69,0.2
70,0.74
71,0.17058823529411765
72,0.5
73,0.9
74,0.3
75,0.2
76,0.3
77,0.9
78,1.0
79,0.0
80,0.2
81,0.45
82,0.3
83,0.4583333333333333
84,0.4
85,0.6
86,0.2356060606060606
87,0.74
88,0.5
89,0.32
90,0.3
91,0.33999999999999997
92,0.0
93,0.0
94,0.5
95,1.0
96,0.4
97,0.75
98,0.4
99,0.4066666666666666
100,0.3
101,0.8
102,0.4
103,0.5
104,0.5833333333333333
105,0.4
106,0.6041666666666666
107,0.37380952380952376
108,0.21333333333333332
109,0.7492117604617604
110,0.7736111111111111
111,0.7
112,1.0
113,0.0
114,0.5
115,0.55
116,0.16666666666666666
117,0.4
118,0.0
119,1.0
120,0.39
121,0.4833333333333333
122,0.4878571428571428
123,0.725
124,0.7047619047619047
125,0.7
126,0.4583333333333333
127,0.9
128,0.4
129,0.10757575757575757
130,0.53
131,0.2
132,0.6
133,0.9
134,0.1
135,0.6
136,0.25
137,0.0
138,0.6
139,0.8
140,0.7
141,0.375
142,0.9
143,0.33333333333333337
144,0.5616142191142192
145,0.5521428571428573
146,0.22166666666666668
147,0.5
148,0.65
149,0.4666666666666667
150,0.3
151,0.8
152,0.2
153,0.2
154,0.4
155,0.595
156,0.4
157,1.0
158,0.5
159,0.0
160,0.0
161,0.875
162,0.6
163,0.54
164,0.45
165,0.6
166,0.32999999999999996
167,0.7
168,0.5
169,0.5
170,0.4583333333333333
171,0.9
172,1.0
173,0.2
174,0.8
175,0.8
176,0.15714285714285714
177,0.7
178,0.6
179,0.2
180,0.325
181,1.0
182,0.5
183,0.3
184,0.5
185,0.4375
186,0.75
187,0.45
188,0.275
189,0.6
190,0.175
191,0.38333333333333336
192,0.36666666666666664
193,0.09999999999999999
194,0.1
195,0.01111111111111111
196,0.02222222222222222
197,0.46693306693306696
198,1.0
199,0.5
200,0.9
201,0.1
202,1.0
203,0.3
204,0.1
205,0.1603030303030303
206,0.1
207,0.13333333333333333
208,0.9
209,1.0
210,0.9
211,0.33611111111111114
212,0.5
213,0.0
214,0.33999999999999997
215,0.1
216,0.7
217,1.0
218,0.7833333333333333
219,0.65
220,0.3
221,0.6
222,0.3
223,0.9333333333333332
224,0.735
225,0.9
226,0.2
227,0.5666666666666667
228,0.5
229,0.2833333333333333
230,0.0
231,0.8
232,0.6
233,0.6
234,0.7
235,0.3493939393939394
236,0.33999999999999997
237,0.325
238,0.5166666666666666
239,0.6
240,0.3
241,0.4
242,0.7
243,1.0
244,0.2
245,0.3
246,0.8
247,0.6
248,0.725
249,0.3
250,0.9
251,0.75
252,0.1
253,0.4430477855477856
