id,sepostulo
0,1
1,1
2,1
3,1
4,1
5,1
6,0
7,0
8,1
9,0
10,1
11,1
12,1
13,0
14,0
15,1
16,0
17,1
18,0
19,0
20,1
21,1
22,0
23,0
24,0
25,0
26,1
27,0
28,0
29,0
30,0
31,0
32,1
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,0
51,1
52,0
53,0
54,0
55,0
56,1
57,1
58,0
59,0
60,1
61,1
62,1
63,0
64,0
65,0
66,1
67,1
68,0
69,0
70,0
71,1
72,0
73,1
74,0
75,0
76,1
77,0
78,1
79,1
80,0
81,1
82,0
83,0
84,0
85,0
86,1
87,0
88,0
89,0
90,0
91,1
92,1
93,0
94,1
95,1
96,0
97,0
98,1
99,1
100,1
101,1
102,0
103,0
104,1
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,1
113,1
114,1
115,1
116,1
117,0
118,0
119,1
120,1
121,0
122,1
123,1
124,1
125,0
126,0
127,1
128,0
129,0
130,0
131,0
132,0
133,1
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,0
142,1
143,0
144,0
145,1
146,1
147,1
148,1
149,1
150,0
151,1
152,1
153,1
154,1
155,1
156,0
157,1
158,1
159,0
160,0
161,1
162,1
163,1
164,0
165,1
166,0
167,0
168,0
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,1
177,1
178,1
179,1
180,0
181,1
182,0
183,1
184,0
185,1
186,0
187,1
188,0
189,1
190,1
191,1
192,0
193,0
194,1
195,0
196,0
197,1
198,1
199,0
200,1
201,0
202,1
203,0
204,0
205,0
206,0
207,1
208,0
209,1
210,0
211,0
212,0
213,1
214,0
215,0
216,0
217,0
218,1
219,1
220,1
221,0
222,0
223,1
224,1
225,1
226,1
227,0
228,1
229,1
230,0
231,1
232,1
233,0
234,0
235,0
236,0
237,0
238,0
239,1
240,0
241,0
242,0
243,1
244,0
245,0
246,0
247,1
248,1
249,0
250,0
251,0
252,0
253,0
254,0
255,1
256,1
257,1
258,0
259,0
260,1
261,1
262,0
263,0
264,0
265,1
266,0
267,1
268,1
269,0
270,1
271,1
272,0
273,0
274,1
275,0
276,1
277,0
278,1
279,1
280,0
281,1
282,0
283,0
284,0
285,1
286,1
287,1
288,1
289,1
290,0
291,0
292,0
293,0
294,1
295,0
296,0
297,0
298,0
299,1
300,0
301,1
302,0
303,0
304,0
305,1
306,0
307,1
308,0
309,1
310,0
311,1
312,1
313,0
314,1
315,1
316,0
317,0
318,0
319,1
320,0
321,0
322,0
323,0
324,0
325,1
326,1
327,0
328,1
329,0
330,1
331,0
332,1
333,1
334,0
335,0
336,0
337,1
338,0
339,1
340,1
341,0
342,1
343,0
344,0
345,1
346,0
347,0
348,1
349,0
350,1
351,1
352,0
353,1
354,0
355,0
356,0
357,1
358,0
359,1
360,0
361,1
362,0
363,0
364,0
365,0
366,0
367,1
368,0
369,0
370,1
371,0
372,0
373,0
374,1
375,0
376,1
377,0
378,0
379,1
380,1
381,0
382,0
383,1
384,0
385,0
386,0
387,1
388,1
389,0
390,0
391,1
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,1
403,1
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,0
412,0
413,1
414,1
415,0
416,1
417,1
418,0
419,0
420,0
421,1
422,0
423,1
424,1
425,1
426,0
427,0
428,1
429,0
430,0
431,1
432,1
433,0
434,0
435,0
436,0
437,1
438,1
439,0
440,0
441,1
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,1
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,1
459,0
460,1
461,0
462,0
463,1
464,1
465,0
466,0
467,1
468,0
469,1
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,1
481,1
482,0
483,0
484,1
485,0
486,0
487,1
488,1
489,1
490,0
491,0
492,1
493,0
494,0
495,0
496,1
497,0
498,1
499,1
500,0
501,1
502,1
503,1
504,1
505,0
506,1
507,0
508,1
509,1
510,1
511,0
512,0
513,0
514,1
515,1
516,0
517,0
518,1
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,1
535,1
536,0
537,0
538,0
539,0
540,0
541,1
542,0
543,0
544,1
545,0
546,0
547,1
548,0
549,0
550,0
551,1
552,1
553,1
554,0
555,1
556,0
557,0
558,0
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,0
568,1
569,0
570,1
571,0
572,1
573,1
574,0
575,0
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,0
584,1
585,1
586,1
587,0
588,1
589,0
590,0
591,1
592,0
593,1
594,0
595,1
596,0
597,0
598,1
599,1
600,0
601,0
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,0
614,1
615,0
616,1
617,0
618,1
619,1
620,1
621,1
622,0
623,0
624,1
625,0
626,1
627,1
628,0
629,1
630,1
631,1
632,1
633,0
634,1
635,1
636,1
637,0
638,0
639,1
640,1
641,1
642,0
643,0
644,1
645,1
646,0
647,1
648,0
649,0
650,1
651,1
652,1
653,1
654,0
655,1
656,0
657,0
658,1
659,1
660,1
661,0
662,1
663,0
664,0
665,1
666,1
667,1
668,1
669,0
670,0
671,0
672,1
673,0
674,1
675,0
676,1
677,0
678,0
679,1
680,1
681,1
682,1
683,0
684,0
685,0
686,1
687,0
688,1
689,0
690,0
691,1
692,0
693,1
694,1
695,0
696,1
697,0
698,0
699,1
700,1
701,0
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,0
721,0
722,0
723,1
724,0
725,1
726,1
727,1
728,0
729,0
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,0
738,1
739,1
740,0
741,0
742,0
743,1
744,0
745,1
746,0
747,1
748,1
749,1
750,1
751,1
752,0
753,1
754,1
755,0
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,0
768,1
769,1
770,0
771,0
772,1
773,0
774,0
775,1
776,1
777,0
778,0
779,1
780,0
781,1
782,1
783,0
784,0
785,1
786,0
787,1
788,0
789,1
790,0
791,1
792,1
793,1
794,1
795,1
796,1
797,0
798,0
799,1
800,1
801,1
802,1
803,0
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
