id,sepostulo
0,0
1,0
2,1
3,0
4,1
5,1
6,1
7,0
8,1
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,1
33,0
34,0
35,1
36,1
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,1
50,0
51,1
52,1
53,1
54,0
55,1
56,0
57,1
58,0
59,0
60,1
61,0
62,0
63,1
64,0
65,1
66,1
67,1
68,0
69,0
70,0
71,1
72,1
73,1
74,0
75,0
76,1
77,1
78,1
79,0
80,0
81,0
82,0
83,1
84,0
85,1
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,1
102,1
103,0
104,1
105,1
106,0
107,0
108,0
109,1
110,1
111,1
112,1
113,1
114,0
115,0
116,0
117,1
118,1
119,0
120,0
121,0
122,1
123,0
124,0
125,0
126,0
127,0
128,1
129,0
130,0
131,1
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,1
142,0
143,1
144,0
145,0
146,0
147,1
148,0
149,1
150,1
151,0
152,0
153,0
154,0
155,0
156,0
157,1
158,1
159,0
160,0
161,0
162,1
163,0
164,1
165,1
166,1
167,0
168,0
169,0
170,1
171,0
172,1
173,0
174,1
175,1
176,0
177,0
178,0
179,1
180,1
181,0
182,0
183,1
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,1
192,0
193,1
194,0
195,0
196,0
197,0
198,1
199,1
200,1
201,0
202,0
203,0
204,1
205,0
206,0
207,1
208,0
209,1
210,1
211,0
212,0
213,0
214,0
215,0
216,0
217,1
218,0
219,0
220,0
221,0
222,1
223,1
224,0
225,0
226,0
227,1
228,0
229,0
230,0
231,0
232,0
233,1
234,0
235,0
236,1
237,1
238,0
239,0
240,0
241,0
242,1
243,1
244,0
245,0
246,0
247,0
248,0
249,0
250,1
251,0
252,0
253,1
254,0
255,1
256,1
257,0
258,1
259,0
260,0
261,0
262,0
263,1
264,0
265,0
266,0
267,1
268,1
269,0
270,0
271,0
272,0
273,0
274,1
275,1
276,0
277,1
278,0
279,1
280,1
281,1
282,0
283,0
284,1
285,0
286,1
287,1
288,1
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,0
298,0
299,1
300,0
301,0
302,0
303,0
304,0
305,1
306,1
307,1
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,1
316,1
317,0
318,0
319,1
320,1
321,0
322,0
323,0
324,0
325,0
326,1
327,0
328,0
329,0
330,0
331,0
332,0
333,1
334,0
335,0
336,1
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,1
346,0
347,0
348,1
349,0
350,1
351,1
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,0
360,0
361,1
362,0
363,0
364,1
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,1
376,1
377,0
378,0
379,1
380,1
381,1
382,0
383,0
384,0
385,0
386,0
387,1
388,1
389,1
390,0
391,1
392,0
393,0
394,0
395,1
396,0
397,0
398,1
399,0
400,1
401,0
402,0
403,1
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,1
414,1
415,0
416,0
417,0
418,0
419,0
420,1
421,1
422,1
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,1
438,1
439,1
440,1
441,0
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,0
451,0
452,1
453,1
454,0
455,1
456,1
457,0
458,1
459,0
460,0
461,1
462,0
463,0
464,1
465,0
466,1
467,1
468,0
469,0
470,1
471,1
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,1
486,0
487,0
488,1
489,1
490,0
491,0
492,0
493,1
494,0
495,0
496,1
497,0
498,0
499,1
500,0
501,0
502,0
503,1
504,1
505,0
506,0
507,0
508,0
509,0
510,0
511,1
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,0
529,0
530,0
531,0
